name,country,industry,grade_latest,grade_dec2022,action_type,in_dec2022_snapshot,first_grade_a_date,first_grade_ab_date,timing_left_censored,action_text
iHerb,United States,Consumer Discretionary,B,,suspended,no,,2023-08-23,no,Suspend all Russian sales
Żabka,Poland,Consumer Staples,B,B,other,yes,,2022-12-24,no,Halts orders from Russia &amp; Belarus
AGCO,United States,Industrials,C,C,sold,yes,,,no,stop sale of new machines to Russia
ASBIS,Cyprus,Information Technology,C,C,other,yes,,,no,amends contracts following new sanctions
Activision Blizzard,United States,Communication Services,C,C,suspended,yes,,,no,suspend new sales of and in our games in Russia
Adidas,Germany,Consumer Discretionary,C,B,other,yes,2023-08-23,2022-12-24,no,Continued imports
Adobe,United States,Information Technology,C,C,suspended,yes,,,no,suspend all new sales in Russia and Belarus; current services continue
AkzoNobel,Netherlands,Materials,C,C,suspended,yes,,,no,suspend new investments in Russia; end Aerospace work
Allianz,Germany,Financials,C,C,other,yes,,,no,meaningfully reduce exposure to Russia
Alphabet,United States,Communication Services,C,C,sold,yes,,,no,withdraw all operations in Moscow; stop taking new customers; stop ads
Amadeus IT Group,Spain,Information Technology,C,C,suspended,yes,,,no,suspend partnership with Aeroflot
Amgen,United States,Health Care,C,C,suspended,yes,,,no,suspend all non-essential business activities; keep delivering some medicines
ArcelorMittal,Luxembourg,Materials,C,A,other,yes,2022-12-24,2022-12-24,yes,Resumed steel supplies to Russia
Atlas Copco,Sweden,Industrials,C,B,suspended,yes,,2022-12-24,no,suspend deliveries in Russia
Authentic Brands Group - Reebok,United States,Consumer Discretionary,C,B,other,yes,,2022-12-24,no,Continued imports
BNY Mellon,United States,Financials,C,C,suspended,yes,,,no,suspend new business activity and investments; continue cooperation with current clients
Bank of Cyprus,Cyprus,Financials,C,C,other,yes,,,no,maintain loan book; observe banking sanctions
Beiersdorf,Germany,Consumer Staples,C,C,suspended,yes,,,no,maintain skin and bodycare products; stop other products
Bekaert,Belgium,Industrials,C,C,other,yes,,,no,scale back business in Russia
Black Red White,Poland,Consumer Discretionary,C,C,sold,yes,,,no,"divesting from Russian subsidiary, still has a significant stake in a company operating in Belarus, which also suspended Russian exports"
Boehringer Ingelheim,Germany,Health Care,C,C,other,yes,,,no,scale back to just supplying medicine
Bonduelle,France,Consumer Staples,C,F,other,yes,,,no,Scaled back operation in Russia
Boston Scientific,United States,Health Care,C,C,suspended,yes,,,no,suspend all new investment and non-essential activity
Brenntag,Germany,Materials,C,C,suspended,yes,,,no,suspend exports to Russia; no information about local operations
Bucher Industries,Switzerland,Industrials,C,C,other,yes,,,no,"not specified business activities in Russia were reduced ""substantially"""
Bureau Veritas,France,Industrials,C,C,other,yes,,,no,scaled back
Burger King (Restaurant Brands),United States,Consumer Staples,C,B,suspended,yes,,2022-12-24,no,halt corporate support for franchises but retain ownership stake
CHR Hansen,Denmark,Materials,C,C,suspended,yes,,,no,suspend operations outside of staple food products
Carl Zeiss,Germany,Health Care,C,C,other,yes,,,no,Reduced business
Carrier,United States,Industrials,C,C,other,yes,,,no,not pursue new business opportunities but continue fulfilling existing contracts
Caterpillar,United States,Industrials,C,C,sold,yes,,2023-08-23,no,"supposedly exit Russia, yet Caterpillar equipment still sold into Russia"
Cersanit,Poland,Consumer Discretionary,C,A,sold,yes,2022-12-24,2022-12-24,yes,"Put up its Russian business for sale, but no update on progress"
Citadele Bank,Latvia,Financials,C,,other,no,,,no,still allows transactions to Russia but introduced more thorough checks
Coca-Cola,United States,Consumer Staples,C,C,suspended,yes,,,no,suspend certain operations in Russia but continue to operate some chains (Costa Coffee)
Coinbase,United States,Financials,C,C,other,yes,,,no,block certain illicit Russian accounts but not all
Coloplast,Denmark,Health Care,C,,other,no,,,no,Commercial activity in Russia has been reduced and the organisation downsized
Confor Step,Portugal,Consumer Discretionary,C,C,suspended,yes,,,no,Stopped producing or shipping to Russia
Continental,Germany,Consumer Discretionary,C,C,suspended,yes,,,no,resumed local production after having previously suspended Russian factory
Corning,United States,Information Technology,C,C,suspended,yes,,,no,suspend almost all sales in Russia except minor life-saving products
Credit Suisse,Switzerland,Financials,C,C,suspended,yes,,,no,stop new business in Russia while meaningfully cutting exposure by 56%
DB Schenker,Germany,Industrials,C,C,suspended,yes,,,no,suspend direct shipments to Russia; continue Europe to Kazakhstan and Russia to Kazakhstan routes
Deere,United States,Industrials,C,C,suspended,yes,,,no,suspend shipments into Russia only
Dentons,Switzerland,Industrials,C,A,other,yes,2022-12-24,2022-12-24,yes,Still working with separate entity
Discord,United States,Communication Services,C,C,suspended,yes,,,no,suspend renewal of paid and premium products and services for Russian clients; free services still available
Dover Corporation,United States,Industrials,C,C,other,yes,,,no,ramping down sales activity and focusing on liquidating working capital
Dow,United States,Materials,C,C,suspended,yes,,,no,Suspended all purchases of feedstocks and energy and significantly reduced operations
Duolingo,United States,Information Technology,C,C,suspended,yes,,,no,make services free and stop gaining revenue
E.ON,Germany,Utilities,C,C,suspended,yes,,,no,stop buying new Russian gas
ESAB,Sweden,Industrials,C,A,other,yes,2022-12-24,2022-12-24,yes,Transition out of operations in Russia
Eaton,United States,Industrials,C,C,suspended,yes,,,no,stop shipments to Russia; maintains services
Eimskip,Iceland,Industrials,C,C,other,yes,,,no,reduced operation in Russia
Elanco,United States,Health Care,C,C,other,yes,,,no,scale back to critical products to ensure food security
Epic Games,United States,Consumer Discretionary,C,C,suspended,yes,,,no,stop in-game commerce for Russia
Eutelsat,France,Communication Services,C,F,other,yes,,,no,Ended involvement in the broadcast of three channels
FIGMA,United States,Information Technology,C,C,suspended,yes,,,no,continue current business &amp; stop all new sales efforts in Russia
Ferrero,Italy,Consumer Staples,C,C,suspended,yes,,,no,suspend non-essential business activity
Fieldfisher,United Kingdom,Industrials,C,C,other,yes,,,no,terminate certain Russian relationships
Fischer Sports,Austria,Consumer Discretionary,C,F,suspended,yes,,,no,Sales activities in Russia have been severely restricted and all investments stopped.
Fortive,United States,Industrials,C,C,suspended,yes,,,no,suspend most operations except medical essentials
GEA Group,Germany,Industrials,C,C,suspended,yes,,,no,suspend new investments
General Electric (GE),United States,Industrials,C,,suspended,no,,,no,Stopped sales in Russia and Belarus except medical equipment and support for electric power generation and transmission
General Mills,United States,Consumer Staples,C,C,suspended,yes,,,no,suspended sales of global brands in its JV
Geodis,France,Industrials,C,C,suspended,yes,,,no,suspend services in Russia &amp; reduce shipments to and from Russia significantly
Glencore,Switzerland,Materials,C,D,suspended,yes,,,no,Suspend only new contracts f commodities of Russian origin
Goldman Sachs,United States,Financials,C,C,sold,yes,,,no,wind down business in Russia but buy Russian debt
Groupe BPCE,France,Financials,C,C,suspended,yes,,,no,suspend many transactions and cease new financing
Gunvor Group,Switzerland,Energy,C,,other,no,,,no,Remain a significant buyer of refined oil from Russia more than a year after pledging to drastically reduce their business
HILTI,Liechtenstein,Industrials,C,C,other,yes,,,no,limiting sales and workforce in Russia
Hellenic Bottling Company,Greece,Consumer Staples,C,C,suspended,yes,,,no,vaguely suspend some operations in Russia
Hines,United States,Industrials,C,D,sold,yes,,,no,Suspend new investments in Russia and sold some real estate assests
Hostinger,Lithuania,Information Technology,C,C,suspended,yes,,,no,stop accepting payments for new purchases and renewals
IPG Photonics,United States,Information Technology,C,C,suspended,yes,,,no,suspend new investments and reduce manufacturing in Russia
Idemitsu Kosan,Japan,Energy,C,C,suspended,yes,,,no,stop coal imports; lubricants business unchanged
Indesit,Italy,Consumer Discretionary,C,C,suspended,yes,,,no,"suspend production due to ""full warehouses"""
Ingersoll Rand,United States,Industrials,C,C,other,yes,,,no,scale back to only health critical services
Ingka,Netherlands,Consumer Discretionary,C,C,other,yes,,,no,Closed Mega shopping centers. Ended business in Russia
"Inspire Brands (Dunkin' Donuts, Baskin Robins)",United States,Consumer Discretionary,C,C,suspended,yes,,,no,halt corporate support for franchisees
Intertrust,Netherlands,Financials,C,,other,no,,,no,Not accepting new Russian clients &amp; started process of exiting all Russian Clients
Iskratel,Slovenia,Communication Services,C,C,suspended,yes,,,no,paused some business with Russia
J&amp;T Finance Group,Slovakia,Financials,C,,other,no,,,no,curb its activities in Russia
JPMorgan,United States,Financials,C,C,sold,yes,,,no,wind down business in Russia but buy Russian debt
Julius Baer,Switzerland,Financials,C,C,sold,yes,,,no,"wind down Russian office, suspend new business in Russia, reduce current exposure; retain current Russian clients"
Kellogg,United States,Consumer Staples,C,C,suspended,yes,,,no,suspend new investments except essentials (minor)
Keywords Studios,Ireland,Consumer Discretionary,C,,other,no,,,no,Cut back business in Russia and relocated staff
Knight Frank,United Kingdom,Real Estate,C,B,other,yes,,2022-12-24,no,scaling back substantive operations in Russia
Kotak Mahindra,India,Financials,C,C,suspended,yes,,,no,Paused transaction through cards in Russia
Kuehne + Nagel AG,Switzerland,Industrials,C,C,suspended,yes,,,no,"suspend all shipments to Russia (except Pharma, healthcare and humanitarian supplies)"
Legal &amp; General,United Kingdom,Financials,C,,other,no,,,no,reduce exposure
Linde,Germany,Materials,C,C,sold,yes,,,no,divest certain industrial assets and suspend new development/investments
Lotos,Poland,Energy,C,C,suspended,yes,,,no,stopped purchasing Russian spot oil
Loyalty Ventures,United States,Consumer Discretionary,C,C,suspended,yes,,,no,scale back most services and stop new sales
Luxottica,Italy,Consumer Discretionary,C,C,other,yes,,,no,restrict Russian operations to medical services
MOL Group | MOL Plc.,Hungary,Energy,C,,suspended,no,,,no,Suspended activities in Russia
